test_position,row_id,original_id,y_true,final_python_score,final_python_label,final_python_threshold_margin,final_weka_score,final_weka_label,final_weka_threshold_margin,abs_score_difference
935,4675,4676,0,0.079971172163497667,0,-0.25156996439084356,0.080021663518086567,0,-0.25151947303625466,5.049135458889964e-05
936,4677,4678,0,0.18679782313777121,0,-0.14474331341656999,0.18680142924365112,0,-0.14473970731069008,3.6061058799052859e-06
937,4678,4679,0,0.20159960291833326,0,-0.12994153363600794,0.2016456174382413,0,-0.12989551911609989,4.6014519908044171e-05
938,4682,4683,0,0.076342482740859877,0,-0.25519865381348134,0.076348282473423706,0,-0.25519285408091752,5.7997325638298181e-06
939,4689,4690,0,0.51298061217840207,1,0.18143947562406088,0.5129633410511979,1,0.1814222044968567,1.7271127204177006e-05
940,4703,4704,1,0.47658295044795401,1,0.14504181389361281,0.47651833917446429,1,0.14497720262012309,6.4611273489723065e-05
941,4705,4706,0,0.17145144778349625,0,-0.16008968877084495,0.17144661104866873,0,-0.16009452550567246,4.8367348275124566e-06
942,4707,4708,1,0.67106258899096327,1,0.33952145243662207,0.67096214437664126,1,0.33942100782230006,0.00010044461432201501
943,4709,4710,0,0.064663822348771841,0,-0.26687731420556937,0.06468257223331704,0,-0.26685856432102417,1.8749884545199436e-05
944,4719,4720,0,0.56291825773611615,1,0.23137712118177495,0.56299798497480236,1,0.23145684842046116,7.9727238686211344e-05
945,4730,4731,0,0.06823834378977503,0,-0.26330279276456614,0.068245542539632137,0,-0.26329559401470903,7.1987498571068897e-06
946,4734,4735,0,0.056765538979786957,0,-0.27477559757455422,0.056783162810787539,0,-0.27475797374355365,1.762383100058218e-05
947,4745,4746,0,0.66931078267451938,1,0.33776964612017818,0.66934788184078842,1,0.33780674528644722,3.7099166269038975e-05
948,4749,4750,0,0.13409105291604623,0,-0.19745008363829497,0.13406920801421474,0,-0.19747192854012646,2.1844901831491459e-05
949,4751,4752,0,0.078804139010763261,0,-0.25273699754357792,0.078817961349508761,0,-0.25272317520483245,1.382233874550054e-05
950,4761,4762,0,0.12710406244799191,0,-0.20443707410634929,0.12711370867804664,0,-0.20442742787629456,9.6462300547273117e-06
951,4762,4763,1,0.70334886062730873,1,0.37180772407296753,0.70347042451814523,1,0.37192928796380403,0.00012156389083650687
952,4765,4766,0,0.045071502018716576,0,-0.28646963453562463,0.045081360419020389,0,-0.28645977613532081,9.8584003038124091e-06
953,4766,4767,0,0.18745021706460033,0,-0.14409091948974087,0.18751863251051337,0,-0.14402250404382783,6.8415445913044826e-05
954,4769,4770,1,0.56673230269750552,1,0.23519116614316432,0.56674529790399641,1,0.23520416134965522,1.2995206490895583e-05
955,4771,4772,0,0.17404125095301934,0,-0.15749988560132186,0.17405390311480029,0,-0.15748723343954091,1.2652161780951632e-05
956,4775,4776,0,0.13604093959153576,0,-0.19550019696280543,0.13606616913926955,0,-0.19547496741507164,2.5229547733790492e-05
957,4783,4784,0,0.15105939297174395,0,-0.18048174358259725,0.15105639922754824,0,-0.18048473732679296,2.993744195711745e-06
958,4785,4786,0,0.08433385077434459,0,-0.24720728577999662,0.084341668536861134,0,-0.24719946801748005,7.817762516543203e-06
959,4792,4793,0,0.22800575095549039,0,-0.10353538559885081,0.22794354663291289,0,-0.10359758992142831,6.2204322577502635e-05
960,4799,4800,0,0.15790699094260469,0,-0.17363414561173651,0.15790976169646245,0,-0.17363137485787875,2.7707538577670388e-06
961,4804,4805,0,0.095807508996204979,0,-0.23573362755813621,0.095856339999202747,0,-0.23568479655513846,4.8831002997767881e-05
962,4807,4808,0,0.12161310713893159,0,-0.20992802941540961,0.12163943835383204,0,-0.20990169820050916,2.6331214900449096e-05
963,4813,4814,0,0.0099975993255372979,0,-0.32154353722880391,0.0099991956612346111,0,-0.32154194089310661,1.5963356973132392e-06
964,4815,4816,0,0.17716500212585218,0,-0.15437613442848902,0.17710638877991605,0,-0.15443474777442515,5.8613345936125993e-05
965,4819,4820,0,0.084102401170895513,0,-0.24743873538344568,0.08413506520681914,0,-0.24740607134752207,3.2664035923626877e-05
966,4821,4822,0,0.32463772787955653,0,-0.0069034086747846723,0.33039458046160503,0,-0.0011465560927361729,0.0057568525820484995
967,4825,4826,0,0.12629982362047856,0,-0.20524131293386264,0.1263039533246795,0,-0.2052371832296617,4.129704200939166e-06
968,4827,4828,0,0.17814958519435894,0,-0.15339155135998225,0.17820050004608801,0,-0.15334063650825319,5.0914851729061406e-05
969,4829,4830,0,0.24890837349091263,0,-0.082632763063428566,0.24893721013885031,0,-0.082603926415490886,2.8836647937680038e-05
970,4830,4831,0,0.13303194287908154,0,-0.19850919367525965,0.13301838147598624,0,-0.19852275507835496,1.3561403095302405e-05
971,4831,4832,1,0.082081116141268035,0,-0.24946002041307316,0.082021111813126171,0,-0.24952002474121504,6.0004328141863295e-05
972,4840,4841,1,0.65232662253568363,1,0.32078548598134243,0.65232917550321834,1,0.32078803894887714,2.5529675347080172e-06
973,4860,4861,1,0.77882426411022476,1,0.44728312755588356,0.7782568344373102,1,0.446715697882969,0.00056742967291456559
974,4862,4863,1,0.69844321127697939,1,0.36690207472263819,0.69842783106255035,1,0.36688669450820915,1.5380214429039363e-05
975,4863,4864,1,0.16307521756741852,0,-0.16846591898692267,0.16311291108472395,0,-0.16842822546961725,3.7693517305426028e-05
976,4871,4872,0,0.068554110502374394,0,-0.26298702605196678,0.068567128740534639,0,-0.26297400781380653,1.3018238160245055e-05
977,4877,4878,0,0.08978950716452111,0,-0.24175162938982009,0.089807363642372434,0,-0.24173377291196876,1.7856477851324604e-05
978,4884,4885,1,0.40552663944407702,1,0.073985502889735821,0.40561854359006605,1,0.074077407035724852,9.1904145989030184e-05
979,4886,4887,0,0.15326844857325084,0,-0.17827268798109036,0.15327589584453033,0,-0.17826524070981087,7.4472712794926288e-06
980,4889,4890,0,0.14439780332897389,0,-0.1871433332253673,0.14410110590949432,0,-0.18744003064484688,0.00029669741947957462
981,4891,4892,0,0.14459611032524325,0,-0.18694502622909795,0.14460275677567053,0,-0.18693837977867067,6.6464504272778502e-06
982,4892,4893,0,0.17882522223329728,0,-0.15271591432104392,0.17875171899108874,0,-0.15278941756325246,7.3503242208533548e-05
983,4895,4896,0,0.16628177143849182,0,-0.16525936511584938,0.16629016292984777,0,-0.16525097362449342,8.3914913559524074e-06
984,4897,4898,0,0.098900065946301588,0,-0.23264107060803962,0.098807376277393458,0,-0.23273376027694775,9.2689668908130241e-05
985,4900,4901,1,0.17000747370177025,0,-0.16153366285257095,0.17004993199250176,0,-0.16149120456183944,4.2458290731517412e-05
986,4901,4902,0,0.25419762246584493,0,-0.077343514088496268,0.2542093052178388,0,-0.077331831336502399,1.1682751993868923e-05
987,4904,4905,0,0.23620542296091124,0,-0.09533571359342996,0.23634122908664615,0,-0.09519990746769505,0.0001358061257349108
988,4906,4907,0,0.36521552005255192,1,0.033674383498210725,0.36672249161393916,1,0.035181355059597963,0.0015069715613872381
989,4914,4915,0,0.65671133792522074,1,0.32517020137087954,0.65667248957568669,1,0.32513135302134549,3.8848349534048587e-05
990,4918,4919,0,0.037818917584339765,0,-0.29372221897000145,0.037827576359065328,0,-0.29371356019527589,8.6587747255631453e-06
991,4920,4921,0,0.24591792272876672,0,-0.085623213825574473,0.24584775343229581,0,-0.085693383122045386,7.016929647091219e-05
992,4922,4923,0,0.17802477758265978,0,-0.15351635897168142,0.17784667933957013,0,-0.15369445721477107,0.00017809824308964717
993,4932,4933,0,0.085838009277520652,0,-0.24570312727682053,0.086164696696717238,0,-0.24537643985762397,0.00032668741919658628
994,4934,4935,0,0.57986489110807593,1,0.24832375455373473,0.57984506275739223,1,0.24830392620305103,1.982835068370381e-05
995,4942,4943,0,0.090795945792768673,0,-0.24074519076157253,0.090786092899669546,0,-0.24075504365467165,9.8528930991270691e-06
996,4943,4944,0,0.10242208357060824,0,-0.22911905298373297,0.10263435566665527,0,-0.22890678088768593,0.0002122720960470309
997,4955,4956,1,0.16391505215518806,0,-0.16762608439915314,0.16405061351727837,0,-0.16749052303706283,0.00013556136209030845
998,4957,4958,1,0.22299453757471976,0,-0.10854659897962143,0.22284026511926394,0,-0.10870087143507726,0.0001542724554558228
999,4963,4964,0,0.092866942446755307,0,-0.23867419410758589,0.092839195392274393,0,-0.23870194116206681,2.7747054480914413e-05
1000,4964,4965,0,0.11004163646312472,0,-0.22149950009121649,0.11003697711005775,0,-0.22150415944428345,4.6593530669686301e-06
1001,4966,4967,0,0.1399843851249728,0,-0.1915567514293684,0.13980799144081202,0,-0.19173314511352918,0.0001763936841607805
1002,4969,4970,0,0.033948189212822354,0,-0.29759294734151887,0.033897871015427655,0,-0.29764326553891352,5.0318197394698394e-05
1003,4972,4973,0,0.17133377936320593,0,-0.16020735719113527,0.17124358977076518,0,-0.16029754678357602,9.0189592440753641e-05
1004,4992,4993,1,0.75009090685316726,1,0.41854977029882606,0.75009601060661724,1,0.41855487405227604,5.1037534499753789e-06
1005,4996,4997,0,0.10814449466217178,0,-0.2233966418921694,0.10814562943753275,0,-0.22339550711680844,1.1347753609697309e-06
1006,4997,4998,1,0.11303121059460614,0,-0.21850992595973506,0.1129966955954444,0,-0.2185444409588968,3.4514999161738835e-05
1007,5000,5001,0,0.23883989658864443,0,-0.092701239965696763,0.23887815830722786,0,-0.092662978247113337,3.826171858342664e-05
1008,5001,5002,1,0.059953303878122081,0,-0.27158783267621911,0.059953127059379045,0,-0.27158800949496215,1.7681874303621115e-07
1009,5008,5009,0,0.1002046665804564,0,-0.2313364699738848,0.10019889935102494,0,-0.23134223720331626,5.7672294314636829e-06
1010,5011,5012,1,0.15989254658448565,0,-0.17164858996985555,0.15989039685149109,0,-0.17165073970285011,2.1497329945607824e-06
1011,5015,5016,0,0.19686851300291952,0,-0.13467262355142168,0.19686750303338052,0,-0.13467363352096068,1.0099695390008989e-06
1012,5020,5021,0,0.024144071158531445,0,-0.30739706539580974,0.024192862631556782,0,-0.30734827392278441,4.8791473025337068e-05
1013,5022,5023,0,0.2858289333686192,0,-0.045712203185722,0.28583204239536197,0,-0.045709094158979224,3.1090267427758e-06
1014,5024,5025,0,0.13328765648734692,0,-0.19825348006699428,0.13332351984880356,0,-0.19821761670553764,3.5863361456639486e-05
1015,5034,5035,1,0.11504045260775202,0,-0.21650068394658917,0.11516884517622027,0,-0.21637229137812092,0.00012839256846824965
1016,5036,5037,0,0.32014101443554871,0,-0.011400122118792488,0.32007872155743389,0,-0.011462414996907311,6.2292878114822425e-05
1017,5043,5044,0,0.15993614098788314,0,-0.17160499556645806,0.15996314406905657,0,-0.17157799248528463,2.7003081173426757e-05
1018,5048,5049,1,0.71685330226674937,1,0.38531216571240817,0.71682378786730583,1,0.38528265131296463,2.9514399443542061e-05
1019,5052,5053,0,0.094159000469402926,0,-0.23738213608493827,0.094167240990047502,0,-0.2373738955642937,8.2405206445756995e-06
1020,5056,5057,1,0.76081931559678462,1,0.42927817904244342,0.76083310630840273,1,0.42929196975406153,1.3790711618111295e-05
1021,5062,5063,0,0.19236035312300662,0,-0.13918078343133458,0.19224896962969801,0,-0.13929216692464319,0.00011138349330860886
1022,5064,5065,1,0.52962743012030911,1,0.19808629356596791,0.52963567412909063,1,0.19809453757474943,8.2440087815216501e-06
1023,5088,5089,0,0.08621972062735625,0,-0.24532141592698495,0.086233578618919615,0,-0.24530755793542158,1.3857991563365202e-05
1024,5098,5099,0,0.0085813216949824234,0,-0.32295981485935876,0.0085916585215012418,0,-0.32294947803283997,1.0336826518818343e-05
1025,5100,5101,0,0.17500945437094179,0,-0.15653168218339941,0.17499381153033586,0,-0.15654732502400534,1.5642840605928354e-05
1026,5103,5104,0,0.10299675741456737,0,-0.22854437913977382,0.10301078510079281,0,-0.22853035145354839,1.4027686225437375e-05
1027,5105,5106,0,0.14862759397338135,0,-0.18291354258095985,0.14862432777401491,0,-0.18291680878032629,3.266199366441791e-06
1028,5113,5114,1,0.73000496338401899,1,0.39846382682967779,0.72994561744299902,1,0.39840448088865782,5.9345941019972592e-05
1029,5120,5121,0,0.077411485470507108,0,-0.25412965108383412,0.07741864047853271,0,-0.2541224960758085,7.1550080256027604e-06
1030,5121,5122,1,0.3071854477991427,0,-0.024355688755198501,0.3070822667042179,0,-0.024458869850123299,0.00010318109492479799
1031,5127,5128,0,0.15668637649408024,0,-0.17485476006026096,0.15669327050538484,0,-0.17484786604895636,6.8940113046034313e-06
1032,5140,5141,0,0.13215906032308333,0,-0.19938207623125787,0.1321685292265127,0,-0.19937260732782849,9.4689034293715668e-06
1033,5142,5143,0,0.091657095662083854,0,-0.23988404089225734,0.091645096261285502,0,-0.2398960402930557,1.1999400798351489e-05
1034,5147,5148,1,0.68928419637402727,1,0.35774305981968607,0.68922645020151019,1,0.35768531364716899,5.7746172517081362e-05
1035,5148,5149,1,0.37771469866278123,1,0.046173562108440036,0.37774969516651957,1,0.046208558612178374,3.4996503738338181e-05
1036,5159,5160,0,0.095178660924246997,0,-0.23636247563009422,0.095192008650744064,0,-0.23634912790359713,1.3347726497067725e-05
1037,5166,5167,0,0.12542660088230012,0,-0.20611453567204108,0.12544731632685072,0,-0.20609382022749048,2.0715444550595263e-05
1038,5170,5171,0,0.31693389240177261,0,-0.014607244152568588,0.31697997346082618,0,-0.014561163093515017,4.6081059053570961e-05
1039,5172,5173,0,0.16694579034765836,0,-0.16459534620668284,0.16691881874793826,0,-0.16462231780640293,2.6971599720093664e-05
1040,5174,5175,0,0.14397907129161935,0,-0.18756206526272184,0.14395869403969958,0,-0.18758244251464162,2.0377251919778683e-05
1041,5177,5178,1,0.78586322514690099,1,0.45432208859255979,0.78579297690492866,1,0.45425184035058747,7.0248241972326042e-05
1042,5182,5183,0,0.017348632791569188,0,-0.31419250376277202,0.017360804361583236,0,-0.31418033219275798,1.2171570014048172e-05
1043,5192,5193,0,0.17640379065167597,0,-0.15513734590266523,0.17654336474652876,0,-0.15499777180781243,0.0001395740948527957
1044,5248,5249,1,0.23942192750552849,0,-0.092119209048812711,0.23942252983785986,0,-0.092118606716481338,6.0233233137307884e-07
1045,5250,5251,0,0.23301769949385556,0,-0.098523437060485636,0.2330371811362851,0,-0.098503955418056094,1.9481642429541868e-05
1046,5253,5254,0,0.20299525060580245,0,-0.12854588594853875,0.20301496320769266,0,-0.12852617334664854,1.9712601890209402e-05
1047,5260,5261,1,0.5973958921204322,1,0.26585475556609101,0.59722717859869057,1,0.26568604204434937,0.0001687135217416369
1048,5261,5262,0,0.088874140745778318,0,-0.24266699580856288,0.088875787386385394,0,-0.24266534916795579,1.6466406070753115e-06
1049,5263,5264,0,0.038301403494259999,0,-0.29323973306008122,0.038309682818603148,0,-0.29323145373573806,8.2793243431494856e-06
1050,5283,5284,0,0.25147512136969374,0,-0.080066015184647454,0.25127980508609538,0,-0.080261331468245822,0.00019531628359836795
1051,5284,5285,1,0.76261260447745094,1,0.43107146792310974,0.76259245737568593,1,0.43105132082134473,2.0147101765011222e-05
1052,5285,5286,0,0.05812802468164803,0,-0.27341311187269318,0.058157743011696947,0,-0.27338339354264424,2.9718330048916775e-05
1053,5286,5287,1,0.094694590901293438,0,-0.23684654565304775,0.094720124571296027,0,-0.23682101198304517,2.5533670002589326e-05
1054,5287,5288,0,0.049127034018662155,0,-0.28241410253567906,0.049128880271491773,0,-0.28241225628284944,1.8462528296181446e-06
1055,5292,5293,0,0.19141539782658559,0,-0.14012573872775561,0.19149271831697132,0,-0.14004841823736988,7.7320490385723861e-05
1056,5296,5297,0,0.1188311062999519,0,-0.21271003025438928,0.11883179072118413,0,-0.21270934583315707,6.8442123223044771e-07
1057,5311,5312,0,0.19773793503294862,0,-0.13380320152139258,0.19774638266380942,0,-0.13379475389053178,8.4476308608028017e-06
1058,5313,5314,0,0.38034327762096465,1,0.04880214106662345,0.38073505077328079,1,0.049193914218939594,0.00039177315231614385
1059,5314,5315,0,0.16572251051340409,0,-0.16581862604093711,0.1657301214495901,0,-0.1658110151047511,7.610936186008832e-06
1060,5315,5316,0,0.025483981493447442,0,-0.30605715506089376,0.025532078482280465,0,-0.30600905807206075,4.8096988833023352e-05
1061,5320,5321,0,0.18314652844119672,0,-0.14839460811314448,0.18312401727908292,0,-0.14841711927525827,2.2511162113797445e-05
1062,5324,5325,0,0.14666765036450655,0,-0.18487348618983465,0.14666240478778017,0,-0.18487873176656103,5.2455767263759334e-06
1063,5327,5328,0,0.039887850638451801,0,-0.2916532859158894,0.03989997420342057,0,-0.29164116235092064,1.2123564968768985e-05
1064,5328,5329,0,0.19632809529876422,0,-0.13521304125557698,0.19585536517161634,0,-0.13568577138272486,0.0004727301271478801
1065,5343,5344,0,0.27140421153936917,0,-0.060136925014972031,0.27133598229688044,0,-0.060205154257460758,6.8229242488726527e-05
1066,5349,5350,1,0.60311630107730363,1,0.27157516452296243,0.60309491475749022,1,0.27155377820314902,2.1386319813410104e-05
1067,5352,5353,0,0.42513934808796716,1,0.093598211533625963,0.42512504090330888,1,0.093583904348967684,1.4307184658279848e-05
1068,5355,5356,0,0.082833532870775203,0,-0.24870760368356598,0.082793139908627758,0,-0.24874799664571345,4.0392962147445255e-05
1069,5359,5360,0,0.093994176553992267,0,-0.23754696000034892,0.094495413774732945,0,-0.23704572277960825,0.00050123722074067734
1070,5360,5361,0,0.10552137278974244,0,-0.22601976376459876,0.10564771201301511,0,-0.2258934245413261,0.00012633922327266733
1071,5361,5362,0,0.08360234921797402,0,-0.24793878733636718,0.083668517791807395,0,-0.2478726187625338,6.6168573833375044e-05
1072,5366,5367,0,0.37393785691695913,1,0.042396720362617935,0.3740113881703811,1,0.0424702516160399,7.3531253421965648e-05
1073,5378,5379,0,0.10613663335182726,0,-0.22540450320251393,0.10625047537203128,0,-0.22529066118230992,0.0001138420202040219
1074,5391,5392,0,0.076396628635917632,0,-0.25514450791842358,0.076206993706027307,0,-0.25533414284831391,0.00018963492989032549
1075,5404,5405,1,0.29594826110648065,0,-0.03559287544786055,0.2960037883735413,0,-0.035537348180799899,5.5527267060651031e-05
1076,5408,5409,0,0.092052817421043903,0,-0.23948831913329729,0.092039320619205223,0,-0.23950181593513598,1.3496801838680517e-05
1077,5412,5413,0,0.20249930245013636,0,-0.12904183410420483,0.20248786954327272,0,-0.12905326701106848,1.1432906863645398e-05
1078,5413,5414,0,0.072338835706204779,0,-0.25920230084813645,0.072329503164783329,0,-0.25921163338955788,9.3325414214501246e-06
1079,5414,5415,0,0.064639818954372208,0,-0.26690131759996899,0.064700396533673377,0,-0.26684074002066782,6.0577579301168694e-05
1080,5422,5423,1,0.12133412544890364,0,-0.21020701110543755,0.12139746232845405,0,-0.21014367422588714,6.3336879550415781e-05
1081,5437,5438,0,0.077445973649422378,0,-0.25409516290491885,0.077458458830379412,0,-0.25408267772396176,1.2485180957033659e-05
1082,5439,5440,0,0.66697239130917463,1,0.33543125475483343,0.66694479768323134,1,0.33540366112889014,2.7593625943289624e-05
1083,5441,5442,0,0.025400680335828263,0,-0.30614045621851294,0.025427325600949017,0,-0.30611381095339218,2.6645265120753964e-05
1084,5449,5450,0,0.12951011259082024,0,-0.20203102396352096,0.12950747951700264,0,-0.20203365703733855,2.6330738175928126e-06
1085,5459,5460,0,0.020421890997411277,0,-0.31111924555692994,0.020421310269634448,0,-0.31111982628470675,5.8072777682841026e-07
1086,5461,5462,0,0.12750704882144792,0,-0.20403408773289328,0.12735398236108569,0,-0.2041871541932555,0.00015306646036222782
1087,5465,5466,0,0.23904105697894965,0,-0.092500079575391553,0.23902285993152855,0,-0.092518276622812645,1.8197047421092405e-05
1088,5477,5478,0,0.074917001911273692,0,-0.25662413464306749,0.074976140897293111,0,-0.2565649956570481,5.9138986019419137e-05
1089,5492,5493,0,0.20035246158151429,0,-0.13118867497282691,0.20035136482925148,0,-0.13118977172508972,1.0967522628135828e-06
1090,5499,5500,0,0.0092188749868241625,0,-0.32232226156751703,0.0092214351020033745,0,-0.32231970145233785,2.5601151792120636e-06
1091,5504,5505,0,0.16211787331569202,0,-0.16942326323864917,0.16213892867325216,0,-0.16940220788108903,2.1055357560140209e-05
1092,5516,5517,0,0.70985380367924733,1,0.37831266712490613,0.70972386000725085,1,0.37818272345290965,0.00012994367199647971
1093,5519,5520,0,0.16657994633886961,0,-0.16496119021547159,0.16658279180154814,0,-0.16495834475279306,2.8454626785356929e-06
1094,5531,5532,0,0.16888488344736119,0,-0.16265625310698001,0.16889144686372196,0,-0.16264968969061924,6.5634163607664053e-06
1095,5546,5547,0,0.19301896621504763,0,-0.13852217033929357,0.19303958679963693,0,-0.13850154975470427,2.0620584589292612e-05
1096,5552,5553,0,0.12999726180617155,0,-0.20154387474816965,0.1300135435483771,0,-0.2015275930059641,1.6281742205553895e-05
1097,5553,5554,0,0.19266163992222304,0,-0.13887949663211815,0.19267269323897343,0,-0.13886844331536777,1.1053316750386788e-05
1098,5556,5557,0,0.18612029621918602,0,-0.14542084033515518,0.18630297608175775,0,-0.14523816047258345,0.00018267986257172741
1099,5564,5565,1,0.12826411882665364,0,-0.20327701772768755,0.12840595206709729,0,-0.20313518448724391,0.00014183324044364509
1100,5573,5574,0,0.040703422837140034,0,-0.29083771371720119,0.040686270534110287,0,-0.29085486602023092,1.7152303029746574e-05
1101,5576,5577,1,0.16332947455129551,0,-0.16821166200304569,0.16199593436316456,0,-0.16954520219117664,0.0013335401881309494
1102,5588,5589,0,0.14095253919007203,0,-0.19058859736426917,0.14098034373517959,0,-0.19056079281916161,2.7804545107562584e-05
1103,5589,5590,0,0.10951293262634536,0,-0.22202820392799583,0.10951225371572935,0,-0.22202888283861183,6.7891061600322544e-07
1104,5591,5592,0,0.29546892515914008,0,-0.036072211395201115,0.29543436678770352,0,-0.036106769766637681,3.4558371436566038e-05
1105,5592,5593,0,0.79402416095751049,1,0.4624830244031693,0.79401872706223509,1,0.46247759050789389,5.4338952754084957e-06
1106,5594,5595,0,0.25938596287583815,0,-0.072155173678503048,0.25937872626730624,0,-0.072162410287034962,7.2366085319131024e-06
1107,5603,5604,0,0.024296049546929033,0,-0.30724508700741215,0.024346101410395723,0,-0.30719503514394547,5.0051863466689384e-05
1108,5613,5614,0,0.14172630882161785,0,-0.18981482773272335,0.14173693372787838,0,-0.18980420282646282,1.0624906260525702e-05
1109,5615,5616,0,0.057438509004307629,0,-0.27410262755003356,0.057444818592930429,0,-0.27409631796141076,6.3095886227992892e-06
1110,5624,5625,0,0.064136456570738895,0,-0.26740467998360229,0.064083183275797068,0,-0.26745795327854416,5.327329494182742e-05
1111,5625,5626,0,0.12556804830898305,0,-0.20597308824535815,0.12553603236990676,0,-0.20600510418443443,3.2015939076285305e-05
1112,5626,5627,1,0.53902263650412297,1,0.20748149994978177,0.53901493745913998,1,0.20747380090479878,7.6990449829894558e-06
1113,5633,5634,0,0.081764447146459016,0,-0.24977668940788217,0.08182608433922732,0,-0.24971505221511386,6.1637192768304594e-05
1114,5643,5644,0,0.18112328128487265,0,-0.15041785526946855,0.18111225762852834,0,-0.15042887892581286,1.1023656344311128e-05
1115,5667,5668,0,0.039160007872740835,0,-0.29238112868160038,0.039161417762951081,0,-0.29237971879139013,1.4098902102466226e-06
1116,5670,5671,0,0.26493316443177606,0,-0.06660797212256514,0.27024408720115384,0,-0.061297049353187361,0.0053109227693777794
1117,5675,5676,0,0.24735862640172324,0,-0.084182510152617962,0.24738581655074554,0,-0.084155320003595657,2.7190149022304766e-05
1118,5676,5677,0,0.12396358040945021,0,-0.20757755614489098,0.12397997983295951,0,-0.2075611567213817,1.6399423509297351e-05
1119,5677,5678,0,0.16953309862790564,0,-0.16200803792643556,0.16952446107176172,0,-0.16201667548257948,8.6375561439144821e-06
1120,5679,5680,0,0.27256901407709022,0,-0.058972122477250977,0.27283120050823834,0,-0.058709936046102862,0.0002621864311481148
1121,5684,5685,0,0.15616332024383664,0,-0.17537781631050456,0.15617134514355288,0,-0.17536979141078832,8.0248997162413183e-06
1122,5687,5688,0,0.018502657215828378,0,-0.31303847933851281,0.018505504578002353,0,-0.31303563197633882,2.8473621739751043e-06
1123,5691,5692,0,0.11923762802863221,0,-0.21230350852570901,0.11921498285891899,0,-0.21232615369542221,2.2645169713217395e-05
1124,5693,5694,0,0.20872418101690152,0,-0.12281695553743968,0.20829522824495139,0,-0.12324590830938981,0.00042895277195012516
1125,5703,5704,0,0.1143014614368669,0,-0.2172396751174743,0.11432275495198238,0,-0.21721838160235882,2.1293515115483608e-05
1126,5706,5707,0,0.018510176230399439,0,-0.31303096032394173,0.01851348793875544,0,-0.31302764861558574,3.311708356001225e-06
1127,5713,5714,0,0.73373866162526713,1,0.40219752507092593,0.73373731457759839,1,0.40219617802325719,1.347047668742718e-06
1128,5716,5717,0,0.025831671930049351,0,-0.30570946462429183,0.025872994966489236,0,-0.30566814158785194,4.1323036439885191e-05
1129,5722,5723,0,0.11266975824530645,0,-0.21887137830903475,0.11270950590545432,0,-0.21883163064888689,3.9747660147873565e-05
1130,5729,5730,0,0.22754494867949265,0,-0.10399618787484854,0.22755727492924413,0,-0.10398386162509707,1.2326249751476448e-05
1131,5738,5739,1,0.60252238870528818,1,0.27098125215094698,0.60252716721290278,1,0.27098603065856158,4.7785076146000804e-06
1132,5740,5741,0,0.11549825671139451,0,-0.21604287984294668,0.11550541824413561,0,-0.21603571831020557,7.1615327411067575e-06
1133,5744,5745,0,0.086701586789345864,0,-0.24483954976499533,0.086805290814909467,0,-0.24473584573943175,0.00010370402556360292
1134,5749,5750,0,0.16256717105623525,0,-0.16897396549810595,0.16256132049238892,0,-0.16897981606195228,5.8505638463324239e-06
1135,5750,5751,1,0.69112752856629167,1,0.35958639201195047,0.69116262653574523,1,0.35962148998140403,3.5097969453556921e-05
1136,5760,5761,0,0.13128458191537704,0,-0.20025655463896416,0.13128136718964162,0,-0.20025976936469958,3.2147257354175895e-06
1137,5761,5762,0,0.26934880298173752,0,-0.062192333572603675,0.2693484775182492,0,-0.062192659036092002,3.2546348832651617e-07
1138,5762,5763,0,0.27123402323491752,0,-0.060307113319423677,0.27100564846899017,0,-0.06053548808535103,0.00022837476592735273
1139,5763,5764,0,0.14119667678253897,0,-0.19034445977180223,0.14107909184172043,0,-0.19046204471262076,0.0001175849408185381
1140,5764,5765,0,0.12121470161821381,0,-0.2103264349361274,0.12123433173643582,0,-0.21030680481790537,1.9630118222008219e-05
1141,5766,5767,0,0.098062536923217772,0,-0.23347859963112344,0.097956020724131454,0,-0.23358511583020974,0.00010651619908631782
1142,5768,5769,0,0.16667815527485888,0,-0.16486298127948232,0.16668379307890527,0,-0.16485734347543593,5.6378040463878065e-06
1143,5777,5778,0,0.10160948915474871,0,-0.22993164739959249,0.10154540316346454,0,-0.22999573339087664,6.4085991284171251e-05
1144,5786,5787,1,0.57045225053632442,1,0.23891111398198323,0.57044351914195757,1,0.23890238258761637,8.7313943668565486e-06
1145,5789,5790,0,0.1884095309536063,0,-0.1431316056007349,0.18839522484594218,0,-0.14314591170839902,1.4306107664119327e-05
1146,5795,5796,0,0.014510938578041662,0,-0.31703019797629955,0.014569526038449788,0,-0.3169716105158914,5.8587460408125389e-05
1147,5802,5803,0,0.18905314549815827,0,-0.14248799105618293,0.18905309774575893,0,-0.14248803880858227,4.7752399340295071e-08
1148,5804,5805,0,0.14367309434534736,0,-0.18786804220899384,0.1437215011183483,0,-0.18781963543599289,4.8406773000941872e-05
1149,5813,5814,0,0.26272678382940784,0,-0.068814352724933359,0.26273859175396463,0,-0.068802544800376564,1.1807924556794802e-05
1150,5822,5823,0,0.19491677150752196,0,-0.13662436504681924,0.19492216746160312,0,-0.13661896909273807,5.3959540811665541e-06
1151,5823,5824,0,0.14329873111437921,0,-0.18824240543996199,0.14329225749749064,0,-0.18824887905685056,6.4736168885748402e-06
